reading_id,city,region,date,aqi,pm25,pm10
2240,Lucknow,North,2024-11-11,329.1,183.7,274.7
2241,Lucknow,North,2024-11-12,332.9,182.8,280.5
2242,Lucknow,North,2024-11-13,317.6,172.0,272.9
2243,Lucknow,North,2024-11-14,326.0,176.2,279.6
2244,Lucknow,North,2024-11-15,327.4,179.7,287.0
2245,Lucknow,North,2024-11-16,322.6,172.2,275.1
2246,Lucknow,North,2024-11-17,314.0,176.0,270.3
2247,Lucknow,North,2024-11-18,322.0,179.1,271.4
2248,Lucknow,North,2024-11-19,320.3,169.2,260.0
2249,Lucknow,North,2024-11-20,320.8,183.4,265.7
2250,Lucknow,North,2024-11-21,324.7,176.0,279.0
2251,Lucknow,North,2024-11-22,315.9,173.3,270.9
2252,Lucknow,North,2024-11-23,319.6,175.2,270.4
2253,Lucknow,North,2024-11-24,331.7,184.9,286.3
2254,Lucknow,North,2024-11-25,330.6,177.9,278.6
2255,Lucknow,North,2024-11-26,331.6,182.6,286.9
2256,Lucknow,North,2024-11-27,310.8,167.5,259.2
2257,Lucknow,North,2024-11-28,329.0,178.5,274.4
2258,Lucknow,North,2024-11-29,329.5,179.6,273.7
2259,Lucknow,North,2024-11-30,330.3,181.2,283.5
2260,Lucknow,North,2024-12-01,332.1,180.3,280.5
2261,Lucknow,North,2024-12-02,324.0,180.8,275.1
2262,Lucknow,North,2024-12-03,337.5,183.4,286.8
2263,Lucknow,North,2024-12-04,340.4,181.8,282.0
2264,Lucknow,North,2024-12-05,333.4,186.2,289.0
2265,Lucknow,North,2024-12-06,335.2,188.3,282.0
2266,Lucknow,North,2024-12-07,325.7,181.2,269.8
2267,Lucknow,North,2024-12-08,310.8,168.6,269.8
2268,Lucknow,North,2024-12-09,334.2,178.8,280.7
2269,Lucknow,North,2024-12-10,319.1,175.7,272.3
2270,Lucknow,North,2024-12-11,325.4,175.4,282.8
2271,Lucknow,North,2024-12-12,337.3,181.4,285.6
2272,Lucknow,North,2024-12-13,337.6,186.9,289.5
2273,Lucknow,North,2024-12-14,320.3,181.5,265.9
2274,Lucknow,North,2024-12-15,335.9,191.4,281.1
2275,Lucknow,North,2024-12-16,340.8,190.6,286.0
2276,Lucknow,North,2024-12-17,327.3,185.4,275.6
2277,Lucknow,North,2024-12-18,320.4,165.3,262.8
2278,Lucknow,North,2024-12-19,321.1,176.1,276.3
2279,Lucknow,North,2024-12-20,335.5,192.0,289.2
2280,Lucknow,North,2024-12-21,359.0,200.3,312.9
2281,Lucknow,North,2024-12-22,316.4,175.8,274.5
2282,Lucknow,North,2024-12-23,336.6,183.5,285.9
2283,Lucknow,North,2024-12-24,311.3,172.5,258.6
2284,Lucknow,North,2024-12-25,336.8,186.2,290.4
2285,Lucknow,North,2024-12-26,332.5,184.6,287.4
2286,Lucknow,North,2024-12-27,326.6,173.5,285.0
2287,Lucknow,North,2024-12-28,317.3,178.1,272.9
2288,Lucknow,North,2024-12-29,330.1,182.2,282.3
2289,Lucknow,North,2024-12-30,328.1,180.6,278.2
2290,Lucknow,North,2024-12-31,329.1,183.4,277.3
2291,Lucknow,North,2025-01-01,328.5,175.6,274.6
2292,Lucknow,North,2025-01-02,305.9,167.3,262.2
2293,Lucknow,North,2025-01-03,333.6,178.4,288.2
2294,Lucknow,North,2025-01-04,313.9,171.1,264.0
2295,Lucknow,North,2025-01-05,343.6,189.7,304.0
2296,Lucknow,North,2025-01-06,336.9,184.3,288.7
2297,Lucknow,North,2025-01-07,341.2,184.4,287.3
2298,Lucknow,North,2025-01-08,325.3,177.7,275.1
2299,Lucknow,North,2025-01-09,345.1,190.4,291.6
2300,Lucknow,North,2025-01-10,321.3,171.6,277.8
2301,Lucknow,North,2025-01-11,318.6,188.8,273.5
2302,Lucknow,North,2025-01-12,319.1,170.9,268.6
2303,Lucknow,North,2025-01-13,330.3,179.5,284.4
2304,Lucknow,North,2025-01-14,333.6,185.6,286.5
2305,Lucknow,North,2025-01-15,325.9,176.8,270.0
2306,Lucknow,North,2025-01-16,307.3,167.3,265.1
2307,Lucknow,North,2025-01-17,325.6,175.2,282.0
2308,Lucknow,North,2025-01-18,314.6,168.6,261.8
2309,Lucknow,North,2025-01-19,318.0,174.6,263.2
2310,Lucknow,North,2025-01-20,307.2,170.6,262.6
2311,Lucknow,North,2025-01-21,330.9,184.8,281.5
2312,Lucknow,North,2025-01-22,345.7,189.3,293.5
2313,Lucknow,North,2025-01-23,340.3,188.6,288.3
2314,Lucknow,North,2025-01-24,325.4,174.5,280.3
2315,Lucknow,North,2025-01-25,323.1,179.4,282.1
2316,Lucknow,North,2025-01-26,334.3,184.8,286.3
2317,Lucknow,North,2025-01-27,327.1,186.3,267.3
2318,Lucknow,North,2025-01-28,320.4,173.1,274.7
2319,Lucknow,North,2025-01-29,323.5,178.3,285.9
2320,Lucknow,North,2025-01-30,328.7,184.0,277.1
2321,Lucknow,North,2025-01-31,317.9,171.0,278.3
2322,Lucknow,North,2025-02-01,224.4,121.7,203.8
2323,Lucknow,North,2025-02-02,241.2,132.8,203.8
2324,Lucknow,North,2025-02-03,223.9,124.6,196.2
2325,Lucknow,North,2025-02-04,226.8,122.9,202.2
2326,Lucknow,North,2025-02-05,232.7,130.8,210.8
2327,Lucknow,North,2025-02-06,227.2,124.7,188.1
2328,Lucknow,North,2025-02-07,211.6,121.4,183.3
2329,Lucknow,North,2025-02-08,233.7,130.3,195.4
2330,Lucknow,North,2025-02-09,220.6,119.0,183.3
2331,Lucknow,North,2025-02-10,225.6,128.1,187.0
2332,Lucknow,North,2025-02-11,224.4,124.1,193.4
2333,Lucknow,North,2025-02-12,,,
2334,Lucknow,North,2025-02-13,226.6,128.2,188.8
2335,Lucknow,North,2025-02-14,242.2,140.3,197.5
2336,Lucknow,North,2025-02-15,219.6,120.0,186.5
2337,Lucknow,North,2025-02-16,246.8,129.6,213.2
2338,Lucknow,North,2025-02-17,233.9,122.2,197.3
2339,Lucknow,North,2025-02-18,242.2,140.0,202.2
2340,Lucknow,North,2025-02-19,244.7,129.5,214.0
2341,Lucknow,North,2025-02-20,237.7,136.7,194.3
2342,Lucknow,North,2025-02-21,223.6,116.5,200.2
2343,Lucknow,North,2025-02-22,231.4,120.3,192.4
2344,Lucknow,North,2025-02-23,246.3,137.9,211.8
2345,Lucknow,North,2025-02-24,221.4,121.1,176.7
2346,Lucknow,North,2025-02-25,219.3,122.8,191.4
2347,Lucknow,North,2025-02-26,234.0,121.7,193.3
2348,Lucknow,North,2025-02-27,232.2,133.7,193.6
2349,Lucknow,North,2025-02-28,219.8,116.3,181.8
2350,Lucknow,North,2025-03-01,230.3,125.6,207.1
2351,Lucknow,North,2025-03-02,229.8,118.1,201.1
2352,Lucknow,North,2025-03-03,227.6,122.2,190.0
2353,Lucknow,North,2025-03-04,240.1,132.5,206.6
2354,Lucknow,North,2025-03-05,232.6,128.1,191.3
2355,Lucknow,North,2025-03-06,224.2,120.9,187.8
2356,Lucknow,North,2025-03-07,216.7,114.4,191.2
2357,Lucknow,North,2025-03-08,249.9,143.6,218.9
2358,Lucknow,North,2025-03-09,246.8,142.3,213.4
2359,Lucknow,North,2025-03-10,232.7,126.8,199.6
2360,Lucknow,North,2025-03-11,241.5,132.2,203.2
2361,Lucknow,North,2025-03-12,236.1,126.7,213.6
2362,Lucknow,North,2025-03-13,242.6,125.7,211.2
2363,Lucknow,North,2025-03-14,227.2,124.1,193.1
2364,Lucknow,North,2025-03-15,247.1,135.7,211.7
2365,Lucknow,North,2025-03-16,235.3,138.4,199.8
2366,Lucknow,North,2025-03-17,226.5,119.5,192.6
2367,Lucknow,North,2025-03-18,231.6,128.1,199.4
2368,Lucknow,North,2025-03-19,223.4,123.2,185.7
2369,Lucknow,North,2025-03-20,228.7,122.1,193.0
2370,Lucknow,North,2025-03-21,228.5,123.0,192.2
2371,Lucknow,North,2025-03-22,221.7,127.0,192.1
2372,Lucknow,North,2025-03-23,232.4,129.0,192.1
2373,Lucknow,North,2025-03-24,238.0,125.0,201.9
2374,Lucknow,North,2025-03-25,238.2,129.6,206.7
2375,Lucknow,North,2025-03-26,227.4,125.5,196.5
2376,Lucknow,North,2025-03-27,242.9,133.5,216.1
2377,Lucknow,North,2025-03-28,245.9,137.8,204.8
2378,Lucknow,North,2025-03-29,237.7,128.7,213.9
2379,Lucknow,North,2025-03-30,241.1,129.7,209.9
2380,Lucknow,North,2025-03-31,249.6,135.1,213.2
2381,Lucknow,North,2025-04-01,154.7,85.2,133.5
2382,Lucknow,North,2025-04-02,162.0,89.1,130.9
2383,Lucknow,North,2025-04-03,114.8,63.7,102.1
2384,Lucknow,North,2025-04-04,115.7,55.8,101.6
2385,Lucknow,North,2025-04-05,123.3,65.9,99.6
2386,Lucknow,North,2025-04-06,138.7,75.6,110.2
2387,Lucknow,North,2025-04-07,114.1,61.0,88.5
2388,Lucknow,North,2025-04-08,,,
2389,Lucknow,North,2025-04-09,137.3,79.3,117.6
2390,Lucknow,North,2025-04-10,130.1,64.8,114.9
2391,Lucknow,North,2025-04-11,133.0,74.0,114.3
2392,Lucknow,North,2025-04-12,,,
2393,Lucknow,North,2025-04-13,120.1,65.0,98.3
2394,Lucknow,North,2025-04-14,139.2,73.3,120.2
2395,Lucknow,North,2025-04-15,128.1,69.7,112.1
2396,Lucknow,North,2025-04-16,130.3,70.2,118.4
2397,Lucknow,North,2025-04-17,124.1,70.6,99.5
2398,Lucknow,North,2025-04-18,115.2,64.0,111.3
2399,Lucknow,North,2025-04-19,111.1,56.5,90.0
2400,Lucknow,North,2025-04-20,120.7,66.6,108.6
2401,Lucknow,North,2025-04-21,123.9,70.4,105.5
2402,Lucknow,North,2025-04-22,119.2,63.7,104.2
2403,Lucknow,North,2025-04-23,128.0,75.6,110.0
2404,Lucknow,North,2025-04-24,124.5,64.1,101.5
2405,Lucknow,North,2025-04-25,130.2,72.9,120.3
2406,Lucknow,North,2025-04-26,118.8,67.9,100.7
2407,Lucknow,North,2025-04-27,102.0,51.7,88.3
2408,Lucknow,North,2025-04-28,,,
2409,Lucknow,North,2025-04-29,123.5,69.1,109.6
2410,Lucknow,North,2025-04-30,120.8,69.0,97.1
2411,Lucknow,North,2025-05-01,111.2,65.6,102.2
2412,Lucknow,North,2025-05-02,134.6,71.2,112.6
2413,Lucknow,North,2025-05-03,115.3,59.9,98.9
2414,Lucknow,North,2025-05-04,120.6,70.9,93.6
2415,Lucknow,North,2025-05-05,120.0,61.4,94.5
2416,Lucknow,North,2025-05-06,147.7,87.4,128.1
2417,Lucknow,North,2025-05-07,132.1,75.0,112.6
2418,Lucknow,North,2025-05-08,89.7,40.6,79.6
2419,Lucknow,North,2025-05-09,96.0,58.2,86.3
2420,Lucknow,North,2025-05-10,129.3,72.5,113.9
2421,Lucknow,North,2025-05-11,118.7,72.4,99.3
2422,Lucknow,North,2025-05-12,114.9,70.3,98.4
2423,Lucknow,North,2025-05-13,129.6,75.9,122.9
2424,Lucknow,North,2025-05-14,125.3,69.3,98.3
2425,Lucknow,North,2025-05-15,126.0,75.8,102.6
2426,Lucknow,North,2025-05-16,115.0,56.6,90.2
2427,Lucknow,North,2025-05-17,110.2,60.6,95.3
2428,Lucknow,North,2025-05-18,102.0,57.7,94.2
2429,Lucknow,North,2025-05-19,135.6,71.6,120.0
2430,Lucknow,North,2025-05-20,119.7,61.4,93.4
2431,Lucknow,North,2025-05-21,108.2,58.2,95.4
2432,Lucknow,North,2025-05-22,,,
2433,Lucknow,North,2025-05-23,114.5,71.6,99.5
2434,Lucknow,North,2025-05-24,108.9,63.5,98.5
2435,Lucknow,North,2025-05-25,105.5,57.0,97.7
2436,Lucknow,North,2025-05-26,107.7,60.9,93.5
2437,Lucknow,North,2025-05-27,148.6,86.8,123.9
2438,Lucknow,North,2025-05-28,108.8,58.4,93.0
2439,Lucknow,North,2025-05-29,125.3,67.1,100.8
2440,Lucknow,North,2025-05-30,140.6,75.8,115.0
2441,Lucknow,North,2025-05-31,128.1,70.9,108.7
2442,Lucknow,North,2025-06-01,95.4,48.4,82.6
2443,Lucknow,North,2025-06-02,93.3,49.5,80.1
2444,Lucknow,North,2025-06-03,89.0,51.0,75.7
2445,Lucknow,North,2025-06-04,66.7,33.1,56.8
2446,Lucknow,North,2025-06-05,77.8,41.6,63.0
2447,Lucknow,North,2025-06-06,60.9,35.9,45.5
2448,Lucknow,North,2025-06-07,99.9,65.9,89.6
2449,Lucknow,North,2025-06-08,86.9,45.3,68.1
2450,Lucknow,North,2025-06-09,76.6,46.1,65.3
2451,Lucknow,North,2025-06-10,62.2,37.4,49.9
2452,Lucknow,North,2025-06-11,91.1,50.1,72.8
2453,Lucknow,North,2025-06-12,,,
2454,Lucknow,North,2025-06-13,97.2,50.4,91.1
2455,Lucknow,North,2025-06-14,65.8,31.9,59.5
2456,Lucknow,North,2025-06-15,99.1,53.3,88.9
2457,Lucknow,North,2025-06-16,70.5,34.8,60.1
2458,Lucknow,North,2025-06-17,106.7,57.6,81.2
2459,Lucknow,North,2025-06-18,52.2,28.4,47.9
2460,Lucknow,North,2025-06-19,77.0,42.9,60.8
2461,Lucknow,North,2025-06-20,96.0,54.7,73.2
2462,Lucknow,North,2025-06-21,73.8,45.2,62.3
2463,Lucknow,North,2025-06-22,53.1,27.5,41.9
2464,Lucknow,North,2025-06-23,48.8,28.5,49.4
2465,Lucknow,North,2025-06-24,74.3,37.1,61.5
2466,Lucknow,North,2025-06-25,75.0,40.7,66.4
2467,Lucknow,North,2025-06-26,61.8,32.4,63.2
2468,Lucknow,North,2025-06-27,78.8,43.4,68.5
2469,Lucknow,North,2025-06-28,70.6,33.0,73.0
2470,Lucknow,North,2025-06-29,80.6,40.0,73.2
2471,Lucknow,North,2025-06-30,75.5,37.5,60.6
2472,Lucknow,North,2025-07-01,64.2,30.9,59.3
2473,Lucknow,North,2025-07-02,81.6,43.4,76.5
2474,Lucknow,North,2025-07-03,88.6,46.8,66.0
2475,Lucknow,North,2025-07-04,73.8,45.2,56.6
2476,Lucknow,North,2025-07-05,105.8,56.9,81.3
2477,Lucknow,North,2025-07-06,74.8,46.5,59.3
2478,Lucknow,North,2025-07-07,85.6,49.6,68.9
2479,Lucknow,North,2025-07-08,92.8,56.3,83.0
2480,Lucknow,North,2025-07-09,59.3,33.5,54.2
2481,Lucknow,North,2025-07-10,91.0,57.0,78.6
2482,Lucknow,North,2025-07-11,81.0,36.1,61.4
2483,Lucknow,North,2025-07-12,93.8,46.7,77.8
2484,Lucknow,North,2025-07-13,60.4,31.7,43.6
2485,Lucknow,North,2025-07-14,86.0,46.6,74.6
2486,Lucknow,North,2025-07-15,62.1,33.0,57.3
2487,Lucknow,North,2025-07-16,42.6,20.6,35.1
2488,Lucknow,North,2025-07-17,90.0,51.5,79.7
2489,Lucknow,North,2025-07-18,84.3,49.1,70.2
2490,Lucknow,North,2025-07-19,78.9,38.4,65.3
2491,Lucknow,North,2025-07-20,77.3,48.3,58.5
2492,Lucknow,North,2025-07-21,83.5,44.4,70.8
2493,Lucknow,North,2025-07-22,93.3,50.7,73.3
2494,Lucknow,North,2025-07-23,81.7,48.5,70.9
2495,Lucknow,North,2025-07-24,89.0,43.3,80.8
2496,Lucknow,North,2025-07-25,74.9,36.2,65.2
2497,Lucknow,North,2025-07-26,63.6,35.8,63.2
2498,Lucknow,North,2025-07-27,74.1,37.0,69.3
2499,Lucknow,North,2025-07-28,88.6,52.0,63.6
2500,Lucknow,North,2025-07-29,70.8,46.1,55.0
2501,Lucknow,North,2025-07-30,75.4,41.8,65.1
2502,Lucknow,North,2025-07-31,78.6,32.6,69.8
2503,Lucknow,North,2025-08-01,66.9,40.4,64.0
2504,Lucknow,North,2025-08-02,67.7,37.6,67.0
2505,Lucknow,North,2025-08-03,101.3,59.4,82.8
2506,Lucknow,North,2025-08-04,85.9,43.3,81.8
2507,Lucknow,North,2025-08-05,85.3,52.4,57.3
2508,Lucknow,North,2025-08-06,74.3,38.6,60.5
2509,Lucknow,North,2025-08-07,66.0,38.0,50.6
2510,Lucknow,North,2025-08-08,103.3,55.2,84.8
2511,Lucknow,North,2025-08-09,72.4,42.0,63.3
2512,Lucknow,North,2025-08-10,69.4,26.0,56.6
2513,Lucknow,North,2025-08-11,70.9,38.9,54.8
2514,Lucknow,North,2025-08-12,84.6,41.8,73.2
2515,Lucknow,North,2025-08-13,78.1,46.6,65.3
2516,Lucknow,North,2025-08-14,88.5,47.3,73.8
2517,Lucknow,North,2025-08-15,72.7,34.7,62.7
2518,Lucknow,North,2025-08-16,80.7,50.5,71.2
2519,Lucknow,North,2025-08-17,103.2,64.4,89.2
2520,Lucknow,North,2025-08-18,69.0,37.0,64.6
2521,Lucknow,North,2025-08-19,80.5,48.6,66.2
2522,Lucknow,North,2025-08-20,82.5,49.0,74.0
2523,Lucknow,North,2025-08-21,85.3,47.9,75.9
2524,Lucknow,North,2025-08-22,80.4,48.2,64.9
2525,Lucknow,North,2025-08-23,117.6,65.6,95.0
2526,Lucknow,North,2025-08-24,62.1,30.6,55.2
2527,Lucknow,North,2025-08-25,75.6,46.2,62.2
2528,Lucknow,North,2025-08-26,68.9,36.6,55.3
2529,Lucknow,North,2025-08-27,79.0,38.8,66.2
2530,Lucknow,North,2025-08-28,58.7,32.8,49.0
2531,Lucknow,North,2025-08-29,79.4,40.4,67.1
2532,Lucknow,North,2025-08-30,83.7,39.0,76.9
2533,Lucknow,North,2025-08-31,79.5,45.6,76.7
2534,Lucknow,North,2025-09-01,66.5,32.6,50.7
2535,Lucknow,North,2025-09-02,81.8,41.0,64.3
2536,Lucknow,North,2025-09-03,102.3,55.3,89.4
2537,Lucknow,North,2025-09-04,93.5,57.3,70.9
2538,Lucknow,North,2025-09-05,86.1,50.5,79.9
2539,Lucknow,North,2025-09-06,73.5,38.7,63.7
2540,Lucknow,North,2025-09-07,82.1,43.9,66.2
2541,Lucknow,North,2025-09-08,,,
2542,Lucknow,North,2025-09-09,74.0,36.6,60.2
2543,Lucknow,North,2025-09-10,78.9,47.7,64.7
2544,Lucknow,North,2025-09-11,56.2,39.8,55.1
2545,Lucknow,North,2025-09-12,88.6,50.7,75.6
2546,Lucknow,North,2025-09-13,102.7,51.7,91.9
2547,Lucknow,North,2025-09-14,90.8,59.6,76.8
2548,Lucknow,North,2025-09-15,100.2,57.0,79.3
2549,Lucknow,North,2025-09-16,68.4,42.6,51.2
2550,Lucknow,North,2025-09-17,78.2,49.9,60.9
2551,Lucknow,North,2025-09-18,88.7,56.8,84.9
2552,Lucknow,North,2025-09-19,91.4,47.5,88.9
2553,Lucknow,North,2025-09-20,87.9,48.7,68.4
2554,Lucknow,North,2025-09-21,55.6,32.3,44.7
2555,Lucknow,North,2025-09-22,61.1,37.4,53.6
2556,Lucknow,North,2025-09-23,74.5,39.5,66.9
2557,Lucknow,North,2025-09-24,88.1,45.0,80.6
2558,Lucknow,North,2025-09-25,79.5,39.8,67.0
2559,Lucknow,North,2025-09-26,82.3,50.1,74.3
2560,Lucknow,North,2025-09-27,54.8,25.3,51.6
2561,Lucknow,North,2025-09-28,85.2,43.1,69.6
2562,Lucknow,North,2025-09-29,101.3,46.3,93.8
2563,Lucknow,North,2025-09-30,94.8,49.9,79.2
2564,Lucknow,North,2025-10-01,241.6,133.4,208.1
2565,Lucknow,North,2025-10-02,251.7,136.0,214.2
2566,Lucknow,North,2025-10-03,242.8,131.9,206.4
2567,Lucknow,North,2025-10-04,254.8,132.1,218.5
2568,Lucknow,North,2025-10-05,230.8,122.5,195.0
2569,Lucknow,North,2025-10-06,241.7,136.4,201.1
2570,Lucknow,North,2025-10-07,245.1,140.8,209.7
2571,Lucknow,North,2025-10-08,246.0,137.3,213.3
2572,Lucknow,North,2025-10-09,225.9,129.3,195.1
2573,Lucknow,North,2025-10-10,259.4,146.1,215.5
2574,Lucknow,North,2025-10-11,251.5,144.0,220.5
2575,Lucknow,North,2025-10-12,233.9,127.2,207.3
2576,Lucknow,North,2025-10-13,228.2,129.2,195.1
2577,Lucknow,North,2025-10-14,229.6,125.0,192.3
2578,Lucknow,North,2025-10-15,243.6,131.6,206.9
2579,Lucknow,North,2025-10-16,234.6,130.8,205.8
2580,Lucknow,North,2025-10-17,219.7,122.7,182.9
2581,Lucknow,North,2025-10-18,235.1,129.0,209.6
2582,Lucknow,North,2025-10-19,255.7,139.9,216.2
2583,Lucknow,North,2025-10-20,,,
2584,Lucknow,North,2025-10-21,229.1,130.8,192.1
2585,Lucknow,North,2025-10-22,202.4,114.6,166.7
2586,Lucknow,North,2025-10-23,246.1,134.4,217.0
2587,Lucknow,North,2025-10-24,221.1,115.5,197.3
2588,Lucknow,North,2025-10-25,250.6,138.5,203.6
2589,Lucknow,North,2025-10-26,247.7,146.3,208.7
2590,Lucknow,North,2025-10-27,232.6,124.8,200.7
2591,Lucknow,North,2025-10-28,236.4,124.0,196.8
2592,Lucknow,North,2025-10-29,248.7,132.4,213.1
2593,Lucknow,North,2025-10-30,249.4,140.3,201.4
2594,Lucknow,North,2025-10-31,244.0,129.8,195.4
2595,Lucknow,North,2025-11-01,374.4,199.4,316.8
2596,Lucknow,North,2025-11-02,385.5,214.3,326.9
2597,Lucknow,North,2025-11-03,381.8,210.2,329.3
2598,Lucknow,North,2025-11-04,384.1,207.2,336.4
2599,Lucknow,North,2025-11-05,368.9,203.1,314.6
2600,Lucknow,North,2025-11-06,322.1,175.3,276.9
2601,Lucknow,North,2025-11-07,318.2,176.9,274.8
2602,Lucknow,North,2025-11-08,318.6,173.9,273.9
2603,Lucknow,North,2025-11-09,325.1,181.3,275.9
2604,Lucknow,North,2025-11-10,321.4,175.8,275.0
2605,Lucknow,North,2025-11-11,339.5,179.9,285.6
2606,Lucknow,North,2025-11-12,320.7,173.1,269.6
2607,Lucknow,North,2025-11-13,339.4,190.7,284.8
2608,Lucknow,North,2025-11-14,308.1,171.0,264.7
2609,Lucknow,North,2025-11-15,311.3,172.0,267.1
2610,Lucknow,North,2025-11-16,333.3,181.2,286.2
2611,Lucknow,North,2025-11-17,323.5,181.3,276.4
2612,Lucknow,North,2025-11-18,332.9,183.1,281.4
2613,Lucknow,North,2025-11-19,328.2,183.9,276.7
2614,Lucknow,North,2025-11-20,329.7,191.0,276.3
2615,Lucknow,North,2025-11-21,309.7,166.5,261.5
2616,Lucknow,North,2025-11-22,325.5,170.1,264.8
2617,Lucknow,North,2025-11-23,334.8,178.5,288.6
2618,Lucknow,North,2025-11-24,340.0,174.8,292.2
2619,Lucknow,North,2025-11-25,325.9,177.9,279.2
2620,Lucknow,North,2025-11-26,324.8,180.7,287.0
2621,Lucknow,North,2025-11-27,329.1,176.1,288.0
2622,Lucknow,North,2025-11-28,338.8,192.0,290.2
2623,Lucknow,North,2025-11-29,336.1,192.7,285.3
2624,Lucknow,North,2025-11-30,318.2,180.7,268.4
2625,Lucknow,North,2025-12-01,339.3,184.5,285.6
2626,Lucknow,North,2025-12-02,329.2,182.4,275.3
2627,Lucknow,North,2025-12-03,345.1,188.2,297.6
2628,Lucknow,North,2025-12-04,315.0,170.9,264.5
2629,Lucknow,North,2025-12-05,327.7,180.9,279.9
2630,Lucknow,North,2025-12-06,326.0,183.0,282.6
2631,Lucknow,North,2025-12-07,320.7,177.0,275.4
2632,Lucknow,North,2025-12-08,334.4,186.0,282.4
2633,Lucknow,North,2025-12-09,322.0,177.5,276.8
2634,Lucknow,North,2025-12-10,313.4,168.6,264.2
2635,Lucknow,North,2025-12-11,326.9,177.3,275.4
2636,Lucknow,North,2025-12-12,316.3,176.1,257.2
2637,Lucknow,North,2025-12-13,325.7,176.6,277.1
2638,Lucknow,North,2025-12-14,328.0,168.7,285.5
2639,Lucknow,North,2025-12-15,334.3,190.1,288.9
2640,Lucknow,North,2025-12-16,336.6,187.3,295.6
2641,Lucknow,North,2025-12-17,310.1,170.2,258.3
2642,Lucknow,North,2025-12-18,336.2,186.0,295.5
2643,Lucknow,North,2025-12-19,327.5,179.5,277.5
2644,Lucknow,North,2025-12-20,317.0,166.4,269.4
2645,Lucknow,North,2025-12-21,320.7,174.7,265.9
2646,Lucknow,North,2025-12-22,326.9,175.8,279.6
2647,Lucknow,North,2025-12-23,323.0,176.4,265.3
2648,Lucknow,North,2025-12-24,329.7,184.8,279.5
2649,Lucknow,North,2025-12-25,318.8,177.8,275.7
2650,Lucknow,North,2025-12-26,320.6,187.1,279.9
2651,Lucknow,North,2025-12-27,343.5,190.6,294.4
2652,Lucknow,North,2025-12-28,314.1,171.8,267.4
2653,Lucknow,North,2025-12-29,334.0,181.8,279.0
2654,Lucknow,North,2025-12-30,339.6,187.3,294.3
2655,Lucknow,North,2025-12-31,327.0,177.5,277.9
2656,Lucknow,North,2026-01-01,296.7,167.1,255.6
2657,Lucknow,North,2026-01-02,339.6,186.0,300.4
2658,Lucknow,North,2026-01-03,340.2,180.2,278.7
2659,Lucknow,North,2026-01-04,328.8,175.4,278.7
2660,Lucknow,North,2026-01-05,323.6,176.8,284.0
2661,Lucknow,North,2026-01-06,332.5,185.4,284.1
2662,Lucknow,North,2026-01-07,361.0,203.8,302.8
2663,Lucknow,North,2026-01-08,332.3,179.9,281.5
2664,Lucknow,North,2026-01-09,324.7,173.1,265.0
2665,Lucknow,North,2026-01-10,311.3,173.4,248.1
2666,Lucknow,North,2026-01-11,332.8,174.6,278.2
2667,Lucknow,North,2026-01-12,319.3,178.6,271.4
2668,Lucknow,North,2026-01-13,312.6,169.6,267.2
2669,Lucknow,North,2026-01-14,338.5,187.3,287.1
2670,Lucknow,North,2026-01-15,322.5,183.6,269.3
2671,Lucknow,North,2026-01-16,320.1,177.5,279.7
2672,Lucknow,North,2026-01-17,305.1,171.7,266.2
2673,Lucknow,North,2026-01-18,328.6,173.2,275.0
2674,Lucknow,North,2026-01-19,323.8,179.2,267.8
2675,Lucknow,North,2026-01-20,322.6,180.2,270.9
2676,Lucknow,North,2026-01-21,321.9,175.2,265.1
2677,Lucknow,North,2026-01-22,321.2,175.8,277.5
2678,Lucknow,North,2026-01-23,316.0,168.6,265.6
2679,Lucknow,North,2026-01-24,314.9,175.4,264.3
2680,Lucknow,North,2026-01-25,306.8,171.1,260.3
2681,Lucknow,North,2026-01-26,327.6,181.7,284.7
2682,Lucknow,North,2026-01-27,,,
2683,Lucknow,North,2026-01-28,326.2,179.0,274.4
2684,Lucknow,North,2026-01-29,328.1,180.5,282.9
2685,Lucknow,North,2026-01-30,343.3,184.9,303.4
2686,Lucknow,North,2026-01-31,338.5,181.6,286.9
2687,Lucknow,North,2026-02-01,236.7,134.8,195.4
2688,Lucknow,North,2026-02-02,257.2,137.1,216.4
2689,Lucknow,North,2026-02-03,229.4,121.2,188.2
2690,Lucknow,North,2026-02-04,229.7,125.2,191.5
2691,Lucknow,North,2026-02-05,225.6,113.8,190.1
2692,Lucknow,North,2026-02-06,259.2,149.1,227.2
2693,Lucknow,North,2026-02-07,232.0,129.6,194.0
2694,Lucknow,North,2026-02-08,231.1,127.7,202.5
2695,Lucknow,North,2026-02-09,230.8,124.3,195.9
2696,Lucknow,North,2026-02-10,219.0,123.8,192.2
2697,Lucknow,North,2026-02-11,250.9,141.1,209.7
2698,Lucknow,North,2026-02-12,233.9,124.9,200.6
2699,Lucknow,North,2026-02-13,,,
2700,Lucknow,North,2026-02-14,253.2,135.1,227.9
2701,Lucknow,North,2026-02-15,228.9,125.5,197.1
2702,Lucknow,North,2026-02-16,247.9,139.5,209.2
2703,Lucknow,North,2026-02-17,229.0,116.7,191.6
2704,Lucknow,North,2026-02-18,251.9,135.4,217.8
2705,Lucknow,North,2026-02-19,245.3,135.6,205.2
2706,Lucknow,North,2026-02-20,230.2,126.4,185.2
2707,Lucknow,North,2026-02-21,253.5,135.3,211.7
